date,regional_risk,risk_category,sync_stress,compression_agree,volatility_cohere,price_sync,avg_compression,stressed_azs,event_flag
2025-02-18,15.813355700875725,Low,0.0,0.0,93.75,78.58893754461967,-0.031590413943354406,0.0,1
2025-02-19,14.35887225239475,Low,0.0,0.0,92.36111111111111,82.23371756319847,0.04847494553376877,0.0,1
2025-02-20,13.94726094281467,Low,0.0,0.0,93.75,83.88114874178794,-0.004357298474945322,0.0,1
2025-02-21,13.661134021471133,Low,0.0,0.0,95.13888888888889,86.1895857112146,0.01034858387799556,0.0,1
2025-02-22,5.73432974206899,Low,0.0,0.0,95.13888888888889,88.43012305861292,-0.03649237472766878,0.0,1
2025-02-23,6.753518053651376,Low,0.0,0.0,93.05555555555556,87.36133362470628,-0.034586056644881256,0.0,0
2025-02-24,4.6526446144652045,Low,0.0,0.0,93.75,86.80280222136105,0.06508714596950062,0.0,0
2025-02-25,5.192643744626846,Low,0.0,0.0,93.83007556610198,85.94011008131146,0.040849673202613096,0.0,0
2025-02-26,3.779892608051809,Low,0.0,0.0,93.05555555555556,87.05401509595251,0.04193899782135081,0.0,0
2025-02-27,3.6131813212038852,Low,0.0,0.0,95.2317887813858,86.005679052327,0.011437908496731954,0.0,0
2025-02-28,3.7589085817449734,Low,0.0,0.0,94.44444444444444,85.58084882307314,-0.0024509803921566615,0.0,0
2025-03-01,3.6170173006049544,Low,0.0,0.0,96.52777777777777,84.52018647107464,0.014978213507625503,0.0,0
2025-03-02,4.0080834739231985,Low,0.0,0.0,93.75,83.52619140455887,0.025599128540305268,0.0,0
2025-03-03,2.7229834407320257,Low,0.0,0.0,91.66666666666667,86.97904358832245,0.04874727668845308,0.0,0
2025-03-04,2.1950152866617305,Low,0.0,0.0,94.44444444444444,84.8921673948206,0.05255991285403047,0.0,0
2025-03-05,2.291176602930749,Low,0.0,0.0,95.83333333333333,81.94934508180363,0.045751633986928414,0.0,0
2025-03-06,2.4483694453391203,Low,0.0,0.0,95.83333333333333,80.07104410870028,0.012527233115467912,0.0,0
2025-03-07,3.5816126105544743,Low,0.0,0.0,96.52777777777777,77.43278456983654,-0.0021786492374726357,0.0,0
2025-03-08,4.633107676976373,Low,0.0,0.0,95.13888888888889,75.7440866289291,0.025054466230936545,0.0,0
2025-03-09,4.948601234718899,Low,0.0,0.0,95.13888888888889,72.87101379660186,0.02260348583878001,0.0,0
2025-03-10,5.335200555233598,Low,0.0,0.0,94.47892964098212,70.02865619568506,0.07952831482243271,0.0,0
2025-03-11,13.569830050772502,Low,0.0,0.0,93.05555555555556,74.95801757506365,0.05582788671024005,0.0,1
2025-03-12,13.17397461928404,Low,0.0,0.0,95.13888888888889,74.38361982023147,0.04112200435729744,0.0,1
2025-03-13,13.795541863025386,Low,0.0,0.0,93.75,70.0470323501383,0.09640522875817009,0.0,1
2025-03-14,14.106101618849275,Low,0.0,0.0,95.13888888888889,64.68653283111509,0.035130718954248644,0.0,1
2025-03-15,14.79056666314578,Low,0.0,0.0,95.13888888888889,61.973146004707786,-0.060457516339869594,0.0,1
2025-03-16,16.251944478516474,Low,0.0,0.0,95.83333333333333,58.80816959392025,-0.026143790849673373,0.0,1
2025-03-17,6.60652359870193,Low,0.0,0.0,95.13888888888889,57.876757477033,0.10403050108932571,0.0,1
2025-03-18,5.822966195963249,Low,0.0,0.0,93.75,58.98983695104289,0.02124183006535861,0.0,0
2025-03-19,4.539630413249099,Low,0.0,0.0,94.44444444444444,60.81693116162666,0.008442265795207233,0.0,0
2025-03-20,4.586475132554711,Low,0.0,0.0,95.83333333333333,59.3680918117078,0.05800653594771247,0.0,0
2025-03-21,4.391897702831028,Low,0.0,0.0,95.83333333333333,60.46419290633024,-0.023692810457516943,0.0,0
2025-03-22,14.545249998262427,Low,0.0,0.0,96.61963675652432,58.23015084255077,0.010076252723312355,0.0,1
2025-03-23,14.499327107264609,Low,0.0,0.0,94.44444444444444,61.71424526722322,0.07543572984749508,0.0,1
2025-03-24,13.80666475579543,Low,0.0,0.0,95.83333333333333,66.82305832439866,0.020424836601306243,0.0,1
2025-03-25,13.486593147684793,Low,0.0,0.0,95.13888888888889,70.88570251008016,0.04575163398692823,0.0,1
2025-03-26,13.125457449994215,Low,0.0,0.0,95.13888888888889,74.1416673301232,0.01579520697167687,0.0,1
2025-03-27,13.419268684028753,Low,0.0,0.0,93.05555555555556,73.41352231003928,0.030501089324619084,0.0,1
2025-03-28,13.050395754051838,Low,0.0,0.0,94.44444444444444,76.05241500850124,0.03213507625272449,0.0,1
2025-03-29,12.555323719920056,Low,0.0,0.0,94.44444444444444,80.98271051321774,0.03921568627450868,0.0,1
2025-03-30,2.7918972883839555,Low,0.0,0.0,90.97222222222223,83.26566763903628,0.07952069716775606,0.0,1
2025-03-31,2.318025115093487,Low,0.0,0.0,93.75,83.69066388174488,-0.03213507625272308,0.0,0
2025-04-01,2.918282619956946,Low,0.0,0.4629629629629629,92.54220087462085,80.78722782777047,-0.06535947712418219,0.0,0
2025-04-02,2.7065274806020683,Low,0.0,0.0,93.84200552336523,79.17441901701932,-0.04384531590414021,0.0,0
2025-04-03,2.4942590620506633,Low,0.0,0.0,95.13888888888889,80.51492571936267,0.02260348583878073,0.0,0
2025-04-04,2.5859948726000237,Low,0.0,0.0,93.05555555555556,81.59103166615662,-0.0035403050108935206,0.0,0
2025-04-05,2.5125147464381903,Low,0.0,0.0,94.44444444444444,81.35361070555274,0.05909586056644881,0.0,0
2025-04-06,2.77816429277586,Low,0.0,0.0,93.75,80.67015445786231,0.1353485838779948,0.0,0
2025-04-07,2.5272247922753066,Low,0.0,0.0,94.44444444444444,80.95732724064563,0.008714596949890876,0.0,0
2025-04-08,2.7644834914447944,Low,0.0,0.0,93.05555555555556,80.28000168685925,0.03703703703703763,0.0,0
2025-04-09,3.321600927353378,Low,0.0,0.0,94.44444444444444,74.12467700097604,0.11900871459695038,0.0,0
2025-04-10,2.9946324568141147,Low,0.0,0.0,95.83333333333333,74.80040745800262,0.037309368191719455,0.0,0
2025-04-11,3.0071541233055528,Low,0.0,0.0,94.53598231406595,76.38512351170209,0.05473856209150439,0.0,0
2025-04-12,12.804954860572545,Low,0.0,0.0,92.36111111111111,80.7045363615948,0.0473856209150325,0.0,1
2025-04-13,12.471702929034851,Low,0.0,0.0,93.84199373794826,82.7563364488274,0.07706971677559891,0.0,1
2025-04-14,12.545682937499786,Low,0.0,0.0,92.36111111111111,83.89366082108057,0.08033769063180818,0.0,1
2025-04-15,12.097536751564224,Low,0.0,0.0,93.75,85.97316189612246,0.0035403050108931094,0.0,1
2025-04-16,11.767286373458267,Low,0.0,0.0,93.75,89.25115587326046,0.004084967320261938,0.0,1
2025-04-17,11.69283981324066,Low,0.0,0.0,93.05555555555556,90.43679794602477,-0.08877995642701521,0.0,1
2025-04-18,11.68366481942737,Low,0.0,0.0,94.44746513735555,88.98549451150801,-0.08823529411764817,0.0,1
2025-04-19,11.878589576865497,Low,0.0,0.0,96.52777777777777,84.68632645356725,-0.09858387799564144,0.0,1
2025-04-20,12.521913595172064,Low,0.0,0.0,92.36111111111111,82.41975293716824,-0.10866013071895388,0.0,1
2025-04-21,2.254576044208257,Low,0.0,0.0,93.75,84.39868400236188,-0.15931372549019668,0.0,1
2025-04-22,2.837466354933525,Low,0.0,0.0,92.36111111111111,79.28056520883469,-0.15359477124183044,0.0,0
2025-04-23,3.564091039897884,Low,0.0,0.0,90.97222222222223,73.99144254219763,-0.032679738562091186,0.0,0
2025-04-24,3.2724682836329837,Low,0.0,0.0,93.75,73.76224526824534,-0.059368191721132356,0.0,0
2025-04-25,2.8645377321523235,Low,0.0,0.0,94.44444444444444,76.91834816867284,-0.10157952069716789,0.0,0
2025-04-26,2.932710235702395,Low,0.0,0.0,91.66666666666667,79.3330283619303,-0.03676470588235268,0.0,0
2025-04-27,2.367565558942358,Low,0.0,0.0,94.44444444444444,82.15359277658949,-0.06971677559912931,0.0,0
2025-04-28,12.389701679156763,Low,0.0,0.0,93.75,82.55723157444544,-0.028050108932460984,0.0,1
2025-04-29,12.478241358263444,Low,0.0,0.0,94.44444444444444,80.78539687488188,-0.052015250544662446,0.0,1
2025-04-30,12.475899317126359,Low,0.0,0.0,94.51096238670563,81.40406404987394,0.010893246187362895,0.0,1
2025-05-01,12.686900373379165,Low,0.0,0.0,92.36111111111111,81.75027731195999,0.025599128540305296,0.0,1
2025-05-02,12.471614439268642,Low,0.0,0.0,95.13888888888889,80.17764645698679,-0.03649237472766809,0.0,1
2025-05-03,12.672952073033867,Low,0.0,0.0,93.75,80.43142698207961,0.05310457516339853,0.0,1
2025-05-04,12.919505909579392,Low,0.0,0.0,95.13888888888889,77.16115005453284,0.08415032679738493,0.0,1
2025-05-05,13.430387715220407,Low,0.0,0.0,93.14690189993831,73.98304447726939,0.06699346405228805,0.0,1
2025-05-06,13.283519144036708,Low,0.0,0.0,94.44444444444444,73.07984123937149,-0.021241830065360692,0.0,1
2025-05-07,12.917727567502949,Low,0.0,0.0,95.83333333333333,75.41422759294439,0.014161220043574035,0.0,1
2025-05-08,3.4894118302411687,Low,0.0,0.0,94.44444444444444,71.90326731850335,0.004357298474945066,0.0,1
2025-05-09,3.472253225185732,Low,0.0,0.0,95.13888888888889,70.32240238866557,-0.03159041394335425,0.0,0
2025-05-10,4.016644817706266,Low,0.0,0.0,95.13888888888889,65.36868254189159,-0.04684095860566372,0.0,0
2025-05-11,4.5707206354812016,Low,0.0,0.0,94.44444444444444,60.01174789355399,-0.04221132897603568,0.0,0
2025-05-12,6.964789160135532,Low,0.0,0.0,90.97222222222223,53.645953714548824,-0.08333333333333362,0.0,0
2025-05-13,7.355851218284556,Low,0.0,0.0,93.05555555555556,50.138383241991036,-0.12091503267973865,0.0,0
2025-05-14,7.169261569691648,Low,0.0,0.0,93.05555555555556,52.00836469524039,-0.1320806100217865,0.0,0
2025-05-15,6.925731470009759,Low,0.0,0.0,93.75,53.961639548268415,-0.05337690631808338,0.0,0
2025-05-16,6.8972507285870215,Low,0.0,0.0,91.66666666666667,56.088767223933715,-0.12826797385620792,0.0,0
2025-05-17,6.3092056242843695,Low,0.0,0.0,93.75,60.32297643689488,-0.10593681917211328,0.0,0
2025-05-18,5.562941297182861,Low,0.0,0.0,93.75,67.34852820464198,-0.08523965141612279,0.0,0
2025-05-19,5.110825343919224,Low,0.0,0.0,95.13888888888889,70.52164852159208,-0.03322440087145924,0.0,0
2025-05-20,5.1523327331951485,Low,0.0,0.0,95.14459217749163,70.29286480428236,-0.011710239651417164,0.0,0
2025-05-21,6.597350021956398,Low,0.0,0.0,93.05555555555556,69.91566100047957,-0.03921568627450873,0.0,0
2025-05-22,6.5983959684907445,Low,0.0,0.0,96.52777777777777,71.26277234123634,-0.04901960784313744,0.0,0
2025-05-23,7.278988282962636,Low,0.0,0.0,93.05555555555556,69.33838514422986,0.1179193899782138,0.0,0
2025-05-24,6.58938201241921,Low,0.0,0.0,94.44444444444444,67.75541734857478,0.1040305010893246,0.0,0
2025-05-25,6.536061787241628,Low,0.0,0.0,93.75,63.16743223651617,0.08796296296296258,0.0,0
2025-05-26,6.116928021946318,Low,0.0,0.0,95.83333333333333,60.0725498458963,0.005446623093682438,0.0,0
2025-05-27,6.745736815928432,Low,0.0,0.0,93.83821988576844,55.93888907913025,0.025326797385620214,0.0,0
2025-05-28,6.798860323514841,Low,0.0,0.0,93.05555555555556,56.79489349687775,0.07325708061002244,0.0,0
2025-05-29,7.212051807272622,Low,0.0,0.0,90.97222222222223,55.179318528580964,0.09803921568627398,0.0,0
2025-05-30,6.3696415315653,Low,0.0,0.0,95.13888888888889,58.10097030526203,-0.025599128540305705,0.0,0
2025-05-31,6.38625484664293,Low,0.0,0.0,93.75,59.397255455139344,-0.03703703703703668,0.0,0
2025-06-01,6.551119266749595,Low,0.0,0.0,94.53293700864884,57.308811500325795,0.005718954248366438,0.0,0
2025-06-02,6.949276848307935,Low,0.0,0.0,94.44444444444444,53.174715177051375,0.006263616557734419,0.0,0
2025-06-03,16.985740456816956,Low,0.0,0.0,95.83333333333333,51.24553660830103,-0.025326797385621165,0.0,1
2025-06-04,16.648010856518326,Low,0.0,0.0,94.44444444444444,55.90551234984941,-0.04820261437908477,0.0,1
2025-06-05,16.259554546557283,Low,0.0,0.0,92.36111111111111,61.77128459978664,-0.11056644880174343,0.0,1
2025-06-06,16.93269672890508,Low,0.0,0.0,93.75,65.25364273273571,-0.12091503267973769,0.0,1
2025-06-07,17.07603761694164,Low,0.0,0.0,93.75,68.88014670640058,-0.12418300653594826,0.0,1
2025-06-08,16.68648697335297,Low,0.0,0.0,94.44444444444444,72.16290804424806,-0.031590413943355225,0.0,1
2025-06-09,7.879864444597438,Low,0.0,0.0,94.44444444444444,74.90505925772932,-0.076252723311547,0.0,1
2025-06-10,8.055148896663656,Low,0.0,0.0,94.44444444444444,75.08168096800397,-0.08551198257080592,0.0,0
2025-06-11,8.11322116929474,Low,0.0,0.0,91.66666666666667,77.59327850313105,-0.0697167755991282,0.0,0
2025-06-12,7.601269993998786,Low,0.0,0.0,97.22222222222223,77.02651574628666,-0.03894335511982668,0.0,0
2025-06-13,7.734309878388629,Low,0.0,0.0,95.13888888888889,77.80804500696337,-0.0220588235294119,0.0,0
2025-06-14,7.859314522367703,Low,0.0,0.0,91.66666666666667,79.93626654102883,-0.05147058823529354,0.0,0
2025-06-15,7.57267456473757,Low,0.0,0.0,93.05555555555556,81.46279683628444,-0.0580065359477118,0.0,0
2025-06-16,7.084959714450424,Low,0.0,0.0,95.83333333333333,83.58667736529969,-0.03431372549019602,0.0,0
2025-06-17,7.055598338584633,Low,0.0,0.0,95.92578142936864,83.55499989066739,-0.03404139433551248,0.0,0
2025-06-18,6.832656783059686,Low,0.0,0.0,95.13888888888889,86.95120994718093,-0.02478213507625239,0.0,0
2025-06-19,6.597911904321106,Low,0.0,0.0,95.9263730576515,88.38862554619624,-0.011982570806100063,0.0,0
2025-06-20,6.628084248820819,Low,0.0,0.0,95.13888888888889,88.81311176015782,-0.05337690631808271,0.0,0
2025-06-21,6.629956621711525,Low,0.0,0.0,95.13888888888889,88.85566254105468,-0.045479302832244335,0.0,0
2025-06-22,6.61434936143374,Low,0.0,0.0,95.13888888888889,88.92186586278679,-0.019880174291939064,0.0,0
2025-06-23,6.715199256110817,Low,0.0,0.0,93.75,90.34392247157157,0.020697167755990755,0.0,0
2025-06-24,6.2512660094979235,Low,0.0,0.0,97.22222222222223,90.44485624489006,-0.02069716775599076,0.0,0
2025-06-25,6.5915531434225985,Low,0.0,0.0,94.82758620689656,89.637206902488,-0.031102096010817783,0.0,0
2025-06-26,6.645846979618053,Low,0.0,0.0,93.05555555555556,90.68205307963647,-0.0343137254901962,0.0,0
2025-06-27,6.834379050671647,Low,0.0,0.0,92.36270513697205,90.15134749356636,0.020969498910675146,0.0,0
2025-06-28,6.337516859073261,Low,0.0,0.0,95.13888888888889,92.42548500403862,0.02941176470588179,0.0,0
2025-06-29,6.030338739666213,Low,0.0,0.0,95.92632047472634,94.1338542201148,-0.004084967320260628,0.0,0
2025-06-30,6.299834432448787,Low,0.0,0.0,94.44444444444444,93.13727659054481,0.004357298474945067,0.0,0
2025-07-01,16.473575891616456,Low,0.0,0.0,93.75,91.88597310997923,-0.009803921568626863,0.0,1
2025-07-02,16.556541567388386,Low,0.0,0.0,94.44444444444444,90.4762509927828,-0.021514161220043973,0.0,1
2025-07-03,16.718757758869778,Low,0.0,0.0,93.05555555555556,90.05098450280552,-0.03839869281045701,0.0,1
2025-07-04,16.74727602183704,Low,0.0,0.0,94.44444444444444,88.96923324568189,0.017156862745097267,0.0,1
2025-07-05,16.450556929770062,Low,0.0,0.0,95.13888888888889,90.50668560426016,-0.011710239651416213,0.0,1
2025-07-06,16.542554592975723,Low,0.0,0.0,93.84300039793662,91.14403537165254,-0.007897603485838126,0.0,1
2025-07-07,6.3217305714628,Low,0.0,0.0,95.13888888888889,93.06128905661383,-0.0013616557734203976,0.0,1
2025-07-08,6.174690146693834,Low,0.0,0.0,93.82574008775288,96.05317543877284,0.048474945533769076,0.0,0
2025-07-09,6.052264721593356,Low,0.0,0.0,93.75,97.00594755530828,0.0797930283224398,0.0,0
2025-07-10,6.064853137816635,Low,0.0,0.0,93.75,96.20195881791209,-0.011165577342047874,0.0,0
2025-07-11,6.332605596629763,Low,0.0,0.0,95.13888888888889,92.48276756311414,0.04956427015250518,0.0,0
2025-07-12,16.726205990823424,Low,0.0,0.0,92.36111111111111,91.58189434013178,0.07216775599128519,0.0,1
2025-07-13,16.58085479564426,Low,0.0,0.0,95.13888888888889,89.13017753375347,-0.08632897603485762,0.0,1
2025-07-14,16.33923320256541,Low,0.0,0.0,95.14573205712054,92.06651108062404,-0.010076252723312328,0.0,1
2025-07-15,16.13485946004368,Low,0.0,0.0,93.75,95.2200328505436,-0.04384531590413939,0.0,1
2025-07-16,16.036003989458866,Low,0.0,0.0,93.84302868812584,97.09186605780839,0.05528322440087183,0.0,1
2025-07-17,15.833081160863337,Low,0.0,0.0,94.44444444444444,97.37997270509211,-0.03458605664488025,0.0,1
2025-07-18,6.136272976377123,Low,0.0,0.0,94.44444444444444,96.51308722969283,0.10838779956427026,0.0,1
2025-07-19,5.883153140546392,Low,0.0,0.0,93.66197183098592,97.56863429461893,-0.1474730737365369,0.0,0
2025-07-20,5.505131367468493,Low,0.0,0.0,97.22222222222223,97.82858828609938,0.00027233115468431105,0.0,0
2025-07-21,5.877830858386121,Low,0.0,0.0,95.83333333333333,96.02152801744599,0.03240740740740708,0.0,0
2025-07-22,5.920712342314268,Low,0.0,0.0,95.13888888888889,95.67441252456973,-0.021514161220043692,0.0,0
2025-07-23,6.125139349343039,Low,0.0,0.0,95.1048951048951,94.12499482413439,0.030165912518853484,0.0,0
2025-07-24,6.143926940914816,Low,0.0,0.0,97.22222222222223,91.33850836862962,-0.03676470588235256,0.0,0
2025-07-25,16.47340362320655,Low,0.0,0.0,96.6205461665024,88.80064635960201,-0.013616557734204438,0.0,1
2025-07-26,16.838585142204515,Low,0.0,0.0,94.44444444444444,87.37395249952345,-0.010893246187364078,0.0,1
2025-07-27,16.435719687763275,Low,0.0,0.0,96.52777777777777,89.42139789360908,0.01252723311546871,0.0,1
2025-07-28,16.72527342947792,Low,0.0,0.0,93.75,89.40984740456724,-0.030773420479302673,0.0,1
2025-07-29,17.404972080140105,Low,0.0,0.0,94.44444444444444,82.39227266265124,0.027777777777777776,0.0,1
2025-07-30,17.806268162556528,Low,0.0,0.0,95.83333333333333,76.95365824371576,0.03267973856209114,0.0,1
2025-07-31,8.356452380478949,Low,0.0,0.0,93.14773527948972,74.45604156931557,-0.005446623093682361,0.0,1
2025-08-01,8.18269559837805,Low,0.0,0.0,94.44444444444444,74.7294165652391,0.02532679738562116,0.0,0
2025-08-02,7.999127657033715,Low,0.0,0.0,93.7062937062937,76.85775674928439,-0.010969422734128731,0.0,0
2025-08-03,8.12842557387299,Low,0.0,0.0,92.36111111111111,77.7312671370871,0.07461873638344235,0.0,0
2025-08-04,7.4804583395286635,Low,0.0,0.0,95.13888888888889,80.56306366353687,0.018518518518518535,0.0,0
2025-08-05,7.7155694386769476,Low,0.0,0.0,95.13888888888889,79.0452860053874,0.07570806100217878,0.0,0
2025-08-06,7.7607576445864215,Low,0.0,0.0,95.83333333333333,77.0329464299528,0.0168845315904148,0.0,0
2025-08-07,8.075938024816423,Low,0.0,0.0,94.53715257829879,75.4877808990272,0.029411764705881565,0.0,0
2025-08-08,7.299913339512715,Low,0.0,0.0,97.22222222222223,80.56704307546109,0.04139433551198242,0.0,0
2025-08-09,7.264310222153678,Low,0.0,0.0,94.44444444444444,83.53336836669851,-0.008986928104575083,0.0,0
2025-08-10,7.170709681727349,Low,0.0,0.0,95.13888888888889,83.9424129866481,0.022058823529411516,0.0,0
2025-08-11,7.341008267039691,Low,0.0,0.0,93.75,83.87341406162923,0.019335511982570493,0.0,0
2025-08-12,16.698059917338096,Low,0.0,0.0,93.05555555555556,90.36417206844914,-0.026960784313724822,0.0,1
2025-08-13,16.72210712169024,Low,0.0,0.0,91.66666666666667,91.9741902210061,0.0452069716775594,0.0,1
2025-08-14,16.700525710528208,Low,0.0,0.0,93.05555555555556,91.27497165288784,0.06263616557734214,0.0,1
2025-08-15,17.02146138519666,Low,0.0,0.0,93.05555555555556,87.88587634411184,0.05637254901960836,0.0,1
2025-08-16,17.002904572439306,Low,0.0,0.0,95.13888888888889,85.33860133443046,-0.019335511982570875,0.0,1
2025-08-17,17.167788970945512,Low,0.0,0.0,94.44444444444444,84.78044362387818,0.033224400871458365,0.0,1
2025-08-18,16.65606029210931,Low,0.0,0.0,95.13888888888889,88.55786113119449,-0.0389433551198244,0.0,1
2025-08-19,16.882117167102727,Low,0.0,0.0,95.13888888888889,86.34631198910346,-0.022603485838780087,0.0,1
2025-08-20,16.961408751777185,Low,0.0,0.0,95.13888888888889,85.54522620771833,-0.0457516339869289,0.0,1
2025-08-21,17.275081640839844,Low,0.0,0.0,93.05555555555556,85.95016398375842,0.09912854030501211,0.0,1
2025-08-22,7.069548455782863,Low,0.0,0.0,93.05555555555556,84.37259823084239,0.08605664488017348,0.0,1
2025-08-23,6.074559069644603,Low,0.0,0.0,93.75,80.6392132251226,0.11192810457516351,0.0,0
2025-08-24,6.304480979836851,Low,0.0,0.0,93.75,77.29832745653346,0.03976034858387812,0.0,0
2025-08-25,6.101621271590859,Low,0.0,0.0,93.78694245657803,80.00893633078135,0.06127450980392083,0.0,0
2025-08-26,6.580750553393257,Low,0.0,0.0,93.05555555555556,76.06340949874718,0.08387799564270246,0.0,0
2025-08-27,7.249719521213431,Low,0.0,0.0,91.66666666666667,71.24871982054542,0.1301742919389971,0.0,0
2025-08-28,6.489485018866379,Low,0.0,0.0,95.83333333333333,65.66342867843862,0.16775599128540392,0.0,0
2025-08-29,6.230907392437651,Low,0.0,0.0,93.05555555555556,62.388638493924155,0.033769063180827785,0.0,0
2025-08-30,7.0940197071034445,Low,0.0,0.0,93.05555555555556,54.77467221001131,0.11710239651416036,0.0,0
2025-08-31,7.370172121829556,Low,0.0,0.0,95.16496358676254,50.83102761324257,0.20206971677559982,0.0,0
